"Velocity Table: pending assignment","Velocity Table: pending assignment 2","Wing Probe: Direction [1,0,0] (m)","Wing Probe: Velocity[i] (m/s)"
null,null,0.00628056,168.34105794727085
null,null,0.0040225899999999995,125.4875856512463
null,null,0.00226404,72.4822213772547
null,null,0.00100666,13.645495823405986
null,null,2.517299999999999E-4,18.090787728561615
null,null,0.0,12.986123023825735
null,null,2.5173000000000003E-4,17.70513667145976
null,null,0.00100666,12.986123023825735
null,null,0.00226404,71.18154838930013
null,null,0.00402259,124.18969463368177
null,null,0.006280560000000001,167.1705700680649
null,null,0.00903565,202.7784837359997
null,null,0.01228511,195.40611368066175
null,null,0.01602565,204.3960264987432
null,null,0.02025351,205.17271367292557
null,null,0.02496444,199.1365280714142
null,null,0.03015369,188.61432166116657
null,null,0.03581603,180.04551012941428
null,null,0.04194577,172.24911649676628
null,null,0.04853673,135.48281360655338
null,null,0.05558228,78.9364920591843
null,null,0.06307531,96.05311030129967
null,null,0.07100829,105.06456275641884
null,null,0.07937323,103.96997684874955
null,null,0.08816171,88.69802844406078
null,null,0.09736487,77.41308440877845
null,null,0.10697345,71.7957597750942
null,null,0.11697778,68.81916192502811
null,null,0.12736778,65.89376744618646
null,null,0.13813298,62.51154574255961
null,null,0.14926256,59.20546593347516
null,null,0.16074529,56.04147680752788
null,null,0.17256963,52.87999694037803
null,null,0.18472367,49.6147823679067
null,null,0.19719516,46.44713758201029
null,null,0.20997155,43.41178138520476
null,null,0.22303997,40.84983330371342
null,null,0.23638727,39.111156190408806
null,null,0.25,37.19642780539867
null,null,0.26386446,34.975933826688575
null,null,0.27796669,29.439413680368204
null,null,0.29229249,27.82293412890329
null,null,0.30682744,26.51919573881098
null,null,0.32155689,24.983667626691457
null,null,0.33646602,23.52811016379262
null,null,0.35153981,22.104094540032023
null,null,0.36676309,20.76620744035413
null,null,0.38212053,19.456624908796933
null,null,0.39759667,18.113348452032596
null,null,0.41317591,16.81021231611079
null,null,0.42884258,15.543686209743488
null,null,0.4445809,14.22233897266845
null,null,0.46037502,12.898170487233413
null,null,0.47620904,11.552010018080962
