"Iteration","C_L Monitor: C_L Monitor"
128.0,-0.010983968729138727
129.0,-0.011952471280959583
130.0,-0.013051409948663058
131.0,-0.014454293989480593
132.0,-0.015992564705894295
133.0,-0.01756340864751606
134.0,-0.018693253845177213
135.0,-0.018974556071044025
136.0,-0.01773325837943254
137.0,-0.016058647916552003
138.0,-0.013949830263724115
139.0,-0.01170191883418972
140.0,-0.009255254805579344
141.0,-0.007887374012609713
142.0,-0.006978420589429393
143.0,-0.006552083878061478
144.0,-0.0064074438142074615
145.0,-0.006423130554031717
146.0,-0.006531559224093825
147.0,-0.006801442590505098
148.0,-0.00697273563621133
149.0,-0.007242171614471791
150.0,-0.007580732048827593
151.0,-0.0078116697255834425
152.0,-0.007927085769306869
153.0,-0.008092718216639571
154.0,-0.008586860153581238
155.0,-0.009210446681059484
156.0,-0.009889159573738432
157.0,-0.010791661165675107
158.0,-0.011788462469626431
159.0,-0.01288192154871968
160.0,-0.014443373999480933
161.0,-0.015968403974521386
162.0,-0.017067341738280624
163.0,-0.01749944783021101
164.0,-0.01678407257086603
165.0,-0.015579191721744696
166.0,-0.013962032057467991
167.0,-0.012002930670998667
168.0,-0.009635859619246701
169.0,-0.007946744567460886
170.0,-0.00675360025246547
171.0,-0.0060876031799504075
172.0,-0.00578819718449876
173.0,-0.005572339018943031
174.0,-0.00537943330057142
175.0,-0.005102882060895978
176.0,-0.004673912608781931
177.0,-0.0040536068862268996
178.0,-0.0030270766572111983
179.0,-0.0019607601056596253
180.0,-9.595710482980665E-4
181.0,-7.72193137114251E-5
182.0,5.458870004550263E-4
183.0,8.036749225163099E-4
184.0,7.481055554029629E-4
185.0,5.077465920303518E-4
186.0,-2.4941318416996956E-5
187.0,-5.209075417806068E-4
188.0,-0.001095711008582008
189.0,-0.0018274409795542013
190.0,-0.0026590970277606246
191.0,-0.003612807466960013
192.0,-0.004929868659463749
193.0,-0.0060743458030821686
194.0,-0.007015262542821818
195.0,-0.00783653375136674
196.0,-0.008617669850349813
197.0,-0.009643289293825394
198.0,-0.010819826212802247
199.0,-0.012258750992089599
200.0,-0.013238401618938984
201.0,-0.013539638937477325
202.0,-0.013494993935689325
203.0,-0.013097113069179708
204.0,-0.012256214267305034
205.0,-0.011228298121548096
206.0,-0.010194840770083455
207.0,-0.00919035721287232
208.0,-0.008307929751678255
209.0,-0.007559621624525536
210.0,-0.006953071662280787
211.0,-0.006413683011099467
212.0,-0.005868341089728128
213.0,-0.005329818290328667
214.0,-0.004698974139066945
215.0,-0.003920258224908976
216.0,-0.003301730396412602
217.0,-0.002771418308064226
218.0,-0.0023928403286349828
219.0,-0.002236747711271162
220.0,-0.00266451617819567
221.0,-0.003545233039273963
222.0,-0.004572429922058269
223.0,-0.005747819554219552
224.0,-0.007145605685282969
225.0,-0.00883697369858222
226.0,-0.010816393412109911
227.0,-0.012694553475611062
228.0,-0.014330656170268853
229.0,-0.01529697664823998
230.0,-0.015310889690950779
231.0,-0.014789294216551101
232.0,-0.01387259388277909
233.0,-0.012669370992450394
234.0,-0.011309438162953074
235.0,-0.009717024326489887
236.0,-0.008615819462883083
237.0,-0.007642817711588126
238.0,-0.007102716851546587
239.0,-0.006821865982241984
240.0,-0.006673319047699411
241.0,-0.006614766559133608
242.0,-0.0064571591720254595
243.0,-0.0061898794056178185
244.0,-0.005870343109256821
245.0,-0.005601051845507202
246.0,-0.005234014301518265
247.0,-0.004838631199742938
248.0,-0.004765929813329184
249.0,-0.00485401886999964
250.0,-0.005004741746136691
251.0,-0.0054039705842315
252.0,-0.005996762468309601
253.0,-0.006666130108771253
254.0,-0.007448706787584412
255.0,-0.008298798060050391
256.0,-0.009486015043741134
257.0,-0.011052084207532693
258.0,-0.012407913594256893
259.0,-0.013947994508023972
260.0,-0.015350501067137846
261.0,-0.01654154630657323
262.0,-0.016607828922355048
263.0,-0.015987573827477095
264.0,-0.014767961440229809
265.0,-0.01313720593581689
266.0,-0.011019169671074422
267.0,-0.009109422230991086
268.0,-0.007593675912717508
269.0,-0.0066628431824193035
270.0,-0.005847763651464575
271.0,-0.005011554126314922
272.0,-0.004514491066685448
273.0,-0.00418958808880699
274.0,-0.0039292047141093
275.0,-0.0037558491652432244
276.0,-0.004017795351902058
277.0,-0.0046076585106639145
278.0,-0.005339402226495744
279.0,-0.006074642169583349
280.0,-0.006811843994251298
281.0,-0.007312981729732283
282.0,-0.007650249165653671
283.0,-0.007853331472060781
284.0,-0.008070152795260037
285.0,-0.008562592916536358
286.0,-0.009462448631674154
287.0,-0.010877644416911907
288.0,-0.013073105164941319
289.0,-0.015559983763619521
290.0,-0.017674875303724028
291.0,-0.018862000753895127
292.0,-0.01937738066963815
293.0,-0.018814840677015218
294.0,-0.01732115807399657
295.0,-0.015145434681756631
296.0,-0.012517987599782036
297.0,-0.009929586364334718
298.0,-0.007681920603027743
299.0,-0.0052509783554929735
300.0,-0.003623630220232386
301.0,-0.002531063331914988
302.0,-0.0017417281122413901
303.0,-0.0013092257659662325
304.0,-9.53095150177892E-4
305.0,-6.400970695745686E-4
306.0,-3.731342090828119E-4
307.0,-1.8705040128647672E-4
308.0,-1.279741247866048E-4
309.0,-2.0271859635308668E-4
310.0,-3.9309301398083235E-4
311.0,-6.506604515988216E-4
312.0,-0.0011390864894735998
313.0,-0.0017908580596764148
314.0,-0.0024518265180269007
315.0,-0.0033964968952153573
316.0,-0.004609773714824439
317.0,-0.005626331260641353
318.0,-0.007008563110149209
319.0,-0.008313373808637673
320.0,-0.009527350263062829
321.0,-0.010646886299073028
322.0,-0.01177197195820044
323.0,-0.012837443070140925
324.0,-0.013892206150230192
325.0,-0.014812199714242505
326.0,-0.015466578515092215
327.0,-0.01566042592444905
328.0,-0.015292392348933878
329.0,-0.014540291649897988
330.0,-0.01332628379496006
331.0,-0.011887312891428206
332.0,-0.0100221504038866
333.0,-0.00831925847202306
334.0,-0.006755082300871618
335.0,-0.00543960926633906
336.0,-0.00403153835357627
337.0,-0.0027037246523547898
338.0,-0.0014051369127444987
339.0,1.0880414218888404E-4
340.0,0.001306959929951184
341.0,0.002123702812396029
342.0,0.0026284451859442037
343.0,0.0027930221836786886
344.0,0.0027222446607985487
345.0,0.002644731177362927
346.0,0.0024404879743824405
347.0,0.0022606216619509307
348.0,0.002012067972870999
349.0,0.0015236598821813862
350.0,7.7772120741274E-4
351.0,-4.298992359372179E-4
352.0,-0.002071858845282033
353.0,-0.004299667325518047
354.0,-0.007109936495543465
355.0,-0.009790830668007306
356.0,-0.01170140882611304
357.0,-0.013329576722998232
358.0,-0.014349528746829966
359.0,-0.013936180094222756
360.0,-0.012775690401589566
361.0,-0.011160873751816035
362.0,-0.009198435464606395
363.0,-0.007110142581201719
364.0,-0.005154667761287644
365.0,-0.0030668465376531098
366.0,-0.0018292576467151542
367.0,-7.682025761003152E-4
368.0,1.7111181566000042E-4
369.0,0.0010287506495563576
370.0,0.0018639027580249674
371.0,0.0026748230591161154
372.0,0.003375738551933253
373.0,0.004048129990035736
374.0,0.004365638206186811
375.0,0.0044438645806205365
376.0,0.004198091036279035
377.0,0.0036501727051794857
378.0,0.0029100631608261706
379.0,0.0018588679856607585
380.0,3.771597028462847E-4
381.0,-0.0010307446636986944
382.0,-0.002390969991553551
383.0,-0.003425565555233212
384.0,-0.004207072317008567
385.0,-0.004821134983686818
386.0,-0.0052956752724065016
387.0,-0.005996644373161098
388.0,-0.0068137245683443735
389.0,-0.008030138172566292
390.0,-0.009443733757750086
391.0,-0.010644156821836273
392.0,-0.011991548400233228
393.0,-0.012513065341384738
394.0,-0.012498249254743913
395.0,-0.012002893585969057
396.0,-0.01111699681813762
397.0,-0.009947379938543966
398.0,-0.008579864203029763
399.0,-0.006928876349858463
400.0,-0.0055792164751809455
401.0,-0.0046208052589204445
402.0,-0.00346802284864301
403.0,-0.0024709424408384333
404.0,-0.001443939905903378
405.0,-3.7487389206807876E-4
406.0,5.903696437473619E-4
407.0,0.001473081290583995
408.0,0.0022218198405315414
409.0,0.002760248104907412
410.0,0.0028400884478935254
411.0,0.0022659863617031863
412.0,9.863763086192696E-4
413.0,-2.905282176902943E-4
414.0,-0.001643327764063858
415.0,-0.0034521774392700126
416.0,-0.0054784371228776205
417.0,-0.007604073081883761
418.0,-0.00967954696321969
419.0,-0.011239753884416592
420.0,-0.013021868234210908
421.0,-0.013739837508438955
422.0,-0.013483186451016429
423.0,-0.012738638326194542
424.0,-0.011525972999066386
425.0,-0.00963828010419527
426.0,-0.007758378144174126
427.0,-0.006128303692955079
428.0,-0.00474635501003838
429.0,-0.0036405716585021725
430.0,-0.0028534478566875085
431.0,-0.0023470234182137754
432.0,-0.002002780639833585
433.0,-0.0015166334601172551
434.0,-0.001005772915111523
435.0,-5.902875989034576E-4
436.0,-8.814630583289602E-5
437.0,5.84193393068341E-4
438.0,0.0011656568714720668
439.0,0.0017523190466109313
440.0,0.0021997407835292527
441.0,0.002083057417236035
442.0,0.0015066416530236095
443.0,4.280628643258868E-4
444.0,-0.0010160992553976895
445.0,-0.002345348929359395
446.0,-0.004041831387952815
447.0,-0.005795479081585323
448.0,-0.007798029465259026
449.0,-0.008766486755157015
450.0,-0.00922036374781284
451.0,-0.009061108938036667
452.0,-0.00837628085145373
453.0,-0.00728671265478963
454.0,-0.005689625939064498
455.0,-0.004189489590188551
456.0,-0.003090652457621718
457.0,-0.002326690551293333
458.0,-0.0016920712387305953
459.0,-0.0012028272610544153
460.0,-8.44165339642204E-4
461.0,-4.941719342264816E-4
462.0,-2.726594818905517E-4
463.0,-1.0900668945564849E-4
464.0,1.8087344222771158E-4
465.0,5.617991890209115E-4
466.0,7.693804138885755E-4
467.0,5.901787012481273E-4
468.0,3.565480189732903E-4
469.0,1.3859530825041354E-4
470.0,-2.3883265293220482E-4
471.0,-8.012922704510148E-4
472.0,-0.0015335816329780157
473.0,-0.0025412242047096792
474.0,-0.003726979652815788
475.0,-0.004877803125713693
476.0,-0.006226956033930337
477.0,-0.007799466947730655
478.0,-0.008454796977105713
479.0,-0.008737046168768529
480.0,-0.008561982540486382
481.0,-0.007993321816546554
482.0,-0.0070867026444431155
483.0,-0.005901265762304129
484.0,-0.004727379376799348
485.0,-0.0036475995478899917
486.0,-0.0027576137851440985
487.0,-0.0020457611345841196
488.0,-0.0015044478495627425
489.0,-0.0011497249957706853
490.0,-8.518697798169179E-4
491.0,-7.832367803445985E-4
492.0,-9.2197124966427E-4
493.0,-0.0011438785740521492
494.0,-0.0016025290455945838
495.0,-0.002344686993327427
496.0,-0.003071083756798883
497.0,-0.0037200215936686906
498.0,-0.00441851892485563
499.0,-0.004944157886288345
500.0,-0.005066129058940082
501.0,-0.005111993547596353
502.0,-0.005075642177341861
503.0,-0.005230012475944881
504.0,-0.005765592848187958
505.0,-0.006585454054503384
506.0,-0.007509949049594286
507.0,-0.008587953637612472
508.0,-0.00969551439841597
509.0,-0.010561256660905254
510.0,-0.010985876366757552
511.0,-0.010885516948641847
512.0,-0.010360644228264184
513.0,-0.00944351804396798
514.0,-0.008279957319049635
515.0,-0.0072233609403146125
516.0,-0.00637831017548525
517.0,-0.005739480430903507
518.0,-0.005415913008454434
519.0,-0.005305094988143149
520.0,-0.005398201642590707
521.0,-0.0056307950215380145
522.0,-0.005912781351100799
523.0,-0.006048290932816119
524.0,-0.005806391145968554
525.0,-0.005224815645803348
526.0,-0.004333186700596144
527.0,-0.0033007521891070565
528.0,-0.0019881634282593657
529.0,-5.606973176976572E-4
530.0,6.203827843931853E-4
531.0,0.0012300891450595839
532.0,0.0012929323913657906
533.0,9.378230197779285E-4
534.0,1.716946076399702E-4
535.0,-0.0010165769760837077
536.0,-0.002768341626390992
537.0,-0.005085823991865693
538.0,-0.007009759740279749
539.0,-0.008985793909637989
540.0,-0.010729386189869648
541.0,-0.011775063262146212
542.0,-0.011969896668592548
543.0,-0.01145391297463478
544.0,-0.01039927177045667
545.0,-0.008946765883014943
546.0,-0.007066189031194499
547.0,-0.005577531093307503
548.0,-0.004518215444958139
549.0,-0.003810901686941467
550.0,-0.003433355045849234
551.0,-0.003249781221565656
552.0,-0.0032032507744266104
553.0,-0.0032198962121094236
554.0,-0.003051523587907844
555.0,-0.0024396165289849604
556.0,-0.0014645736741169136
557.0,-2.2739103227675042E-5
558.0,0.00184016284148205
559.0,0.0038329504289332144
560.0,0.005772018978018679
561.0,0.007458539897525838
562.0,0.00867283581634192
563.0,0.00918288489144249
564.0,0.008719962072976364
565.0,0.007330990023195778
566.0,0.005497253613588924
567.0,0.0029788917927866454
568.0,1.461944854957699E-4
569.0,-0.0021989444819917425
570.0,-0.0047560137121406415
571.0,-0.007489755577638995
572.0,-0.009006015201743075
573.0,-0.009324896270918169
574.0,-0.00898978787047315
575.0,-0.008131372026053442
576.0,-0.006830389980611589
577.0,-0.005360459968760693
578.0,-0.0038292440894176225
579.0,-0.002228265973071226
580.0,-0.0012404800639395127
581.0,-5.529108279382508E-4
582.0,-5.4823113498906976E-5
583.0,4.0130356736439043E-4
584.0,8.265698347632348E-4
585.0,0.0011792974353196314
586.0,0.001490630201000694
587.0,0.0017702536336351546
588.0,0.0020954769115788564
589.0,0.0021600610132195127
590.0,0.0016295701444220302
591.0,6.160672492201588E-4
592.0,-7.454878878140972E-4
593.0,-0.002343729576112902
594.0,-0.003778741393240749
595.0,-0.005367160628090558
596.0,-0.006869160809055791
597.0,-0.007841288491102215
598.0,-0.00819112738196498
599.0,-0.007957383939467955
600.0,-0.0069891689691449765
601.0,-0.005718696217624404
602.0,-0.004341264825326397
603.0,-0.0030810778994478523
604.0,-0.0021259078941061123
605.0,-0.0015212462760466614
606.0,-0.00120720945395117
607.0,-9.595784767755486E-4
608.0,-6.866204730324345E-4
609.0,-5.364824226628339E-4
610.0,-5.141666740390517E-4
611.0,-6.454312266186924E-4
612.0,-7.17233589466339E-4
613.0,-7.872893515303161E-4
614.0,-0.0010204196255441487
615.0,-0.00138345060872372
616.0,-0.001966236174291645
617.0,-0.0029154077342463582
618.0,-0.004190587486918707
619.0,-0.0052652504127657495
620.0,-0.006487203239549096
621.0,-0.007837037009561721
622.0,-0.008420835282885706
623.0,-0.008723422310388767
624.0,-0.00863443956804736
625.0,-0.008215287277604007
626.0,-0.007389278727115226
627.0,-0.006378182248877052
628.0,-0.005440332087635706
629.0,-0.004615190016083388
630.0,-0.003893055295379036
631.0,-0.0032494597632733136
632.0,-0.0028135387361564244
633.0,-0.002510962888527903
634.0,-0.0022562485864722538
635.0,-0.0020161125196196724
636.0,-0.0018371476092830406
637.0,-0.0016699883908130424
638.0,-0.0016036050909602993
639.0,-0.0018109033167573478
640.0,-0.0020696886269890333
641.0,-0.0023369309579231662
642.0,-0.0027575528277241097
643.0,-0.0033231487623105057
644.0,-0.004305707520986951
645.0,-0.005754900084407449
646.0,-0.007428707575052207
647.0,-0.008730035094402571
648.0,-0.01007171091766201
649.0,-0.011290643311814697
650.0,-0.011491312071574007
651.0,-0.0111824715258355
652.0,-0.010387762704074694
653.0,-0.009000112446560855
654.0,-0.007412903055664603
655.0,-0.005797352680655677
656.0,-0.004365640283913729
657.0,-0.0033876885455841423
658.0,-0.0026525553705531585
659.0,-0.002149183778938551
660.0,-0.0018941765366932192
661.0,-0.0018078501502797203
662.0,-0.0018457244479609895
663.0,-0.0019336485051342463
664.0,-0.0018421001315537676
665.0,-0.0016944111626729954
666.0,-0.0013375745257605042
667.0,-6.5584281621232E-4
668.0,1.374533496248429E-4
669.0,9.007387933005391E-4
670.0,0.0014682076933462465
671.0,0.0015042195414084482
672.0,9.71386008947714E-4
673.0,1.5401379333645942E-4
674.0,-0.001039486256235894
675.0,-0.002510086145684687
676.0,-0.004235087412964977
677.0,-0.006072112779552697
678.0,-0.008148250302843645
679.0,-0.009404135801777494
680.0,-0.009752313891149694
681.0,-0.009555366553403338
682.0,-0.008823455542001651
683.0,-0.007660119504366713
684.0,-0.00601944668867742
685.0,-0.004594146263003643
686.0,-0.0036873758319950485
687.0,-0.0026982285245056438
688.0,-0.002001161949383296
689.0,-0.001459729793981561
690.0,-8.48257632727932E-4
691.0,-1.712665159224479E-4
692.0,6.02408539041546E-4
693.0,0.0014349709294356884
694.0,0.002378832506250816
695.0,0.0033073368900348337
696.0,0.004216277736685905
697.0,0.005085570736468116
698.0,0.005485359131780569
699.0,0.005212580356121959
700.0,0.004661676386832177
701.0,0.003761469988225596
702.0,0.0025385295408229826
703.0,8.642019931381499E-4
704.0,-0.0010634771395961321
705.0,-0.0033507626735744403
706.0,-0.005249084882429422
707.0,-0.007595066097988788
708.0,-0.009252834513072818
709.0,-0.010122742923160764
710.0,-0.010016771843123837
711.0,-0.009493629519213254
712.0,-0.008543822052240312
713.0,-0.007255591691875893
714.0,-0.005813043938862545
715.0,-0.004014403372427437
716.0,-0.0025481665528825016
717.0,-0.0015248734621258302
718.0,-6.245018069461422E-4
719.0,4.644411027199255E-4
720.0,0.0016338237285555028
721.0,0.0027786063283263608
722.0,0.0038534754032318094
723.0,0.005178909255516456
724.0,0.006306867044715565
725.0,0.00711356736312148
726.0,0.0076051597238915
727.0,0.007512374161854291
728.0,0.007071201309172664
729.0,0.006252097496956427
730.0,0.005000588267015844
731.0,0.0034343874625591274
732.0,0.0014055264717546699
733.0,-2.7897259201302004E-5
734.0,-0.0018075214823031968
735.0,-0.00331502679288731
736.0,-0.004710169716920789
737.0,-0.006257378269284875
738.0,-0.007927025963886352
739.0,-0.009558342423022156
740.0,-0.010825798083418185
741.0,-0.011499239372734966
742.0,-0.011225280887897857
743.0,-0.010539275992807245
744.0,-0.009478061569051118
745.0,-0.008033270620847532
746.0,-0.006420093565562713
747.0,-0.004540290926819904
748.0,-0.0030533004088294877
749.0,-0.0018619395013348987
750.0,-8.278184238092901E-4
751.0,3.2888120920434975E-4
752.0,0.00168024497051612
753.0,0.003260203874955796
754.0,0.004899165697982663
755.0,0.006596298900115612
756.0,0.008245317089784024
757.0,0.009636189928410385
758.0,0.01028024717223706
759.0,0.010581951078573862
760.0,0.01038545816642019
761.0,0.009491428009364849
762.0,0.007719306919100376
763.0,0.005569308695492457
764.0,0.0033099938074991255
765.0,0.0010609348149846433
766.0,-0.0012807160743521174
767.0,-0.003757439413905319
768.0,-0.006367688353798618
769.0,-0.008377957856645026
770.0,-0.010086571591558326
771.0,-0.011499511706913821
772.0,-0.011260424117627352
773.0,-0.010290310054741783
774.0,-0.008784405331929968
775.0,-0.007022559355160972
776.0,-0.005208536491237009
777.0,-0.0035297422709008913
778.0,-0.002114514819813671
779.0,-7.624325419132503E-4
780.0,-9.361987918291461E-6
781.0,6.700597948858486E-4
782.0,0.001039316940072149
783.0,0.0012478587328127603
784.0,0.0013237374081498346
785.0,0.001496902058438654
786.0,0.0015958111736396503
787.0,0.0015650597999038159
788.0,0.0013939379103306956
789.0,0.0010571190943075694
790.0,6.160765143914488E-4
791.0,7.244302072154076E-6
792.0,-0.001001530704424966
793.0,-0.002399255047808157
794.0,-0.004250609906412012
795.0,-0.006633908108104495
796.0,-0.008987164668547562
797.0,-0.010709705441393654
798.0,-0.012201366068257875
799.0,-0.013259202626261428
800.0,-0.013017628452390583
801.0,-0.012138355473343035
802.0,-0.010492907373134703
803.0,-0.008507038411072532
804.0,-0.006877715426391317
805.0,-0.004919859078546191
806.0,-0.0036006706029867155
807.0,-0.0021569967231384823
808.0,-0.001152329680459153
809.0,-9.340628072125683E-5
810.0,9.694986927324134E-4
811.0,0.001932004004965935
812.0,0.002934791731246094
813.0,0.0038065377928016035
814.0,0.004562833253256472
815.0,0.005053152180021759
816.0,0.005244308003090745
817.0,0.004951483181811221
818.0,0.00425994475187562
819.0,0.0032842102416070474
820.0,0.0022154272992249606
821.0,0.001030340486573091
822.0,-2.6503117374535506E-4
823.0,-0.0019172941146604551
824.0,-0.003557460633810755
825.0,-0.005383213260148008
826.0,-0.006950934228019172
827.0,-0.008405701329619585
828.0,-0.009799074069749603
829.0,-0.010073639093398493
830.0,-0.00982841911942164
831.0,-0.00914761653487254
832.0,-0.008048931230007982
833.0,-0.006658466267236779
834.0,-0.004882214944988794
835.0,-0.0033180035698185096
836.0,-0.002289090817491241
837.0,-0.0012902953753103897
838.0,-3.151691339641243E-4
839.0,6.808971232758637E-4
840.0,0.0017168159879451172
841.0,0.002894930056501501
842.0,0.003994105996506206
843.0,0.005011193291802529
844.0,0.005872320862390127
845.0,0.0062736736544224125
846.0,0.006047532320900536
847.0,0.005497746139658974
848.0,0.004499434852702833
849.0,0.003265217234142668
850.0,0.0019679459505195515
851.0,6.145287765746337E-4
852.0,-9.773439579277778E-4
853.0,-0.0025069114372993076
854.0,-0.004201306345801391
855.0,-0.006251539748214699
856.0,-0.007936509717433825
857.0,-0.009903239433768593
858.0,-0.011081700033909377
859.0,-0.011163115693184776
860.0,-0.010641136714005624
861.0,-0.009636517213455723
862.0,-0.008176557190757498
863.0,-0.006420633576355302
864.0,-0.004336534787805558
865.0,-0.002885189759312826
866.0,-0.0016498897082510508
867.0,-5.91401165114187E-4
868.0,2.7290649205320906E-4
869.0,9.295689826365836E-4
870.0,0.0013014928688174195
871.0,0.0014237757954350077
872.0,0.0013153056073181794
873.0,9.797565518638851E-4
874.0,3.146492839954065E-4
875.0,-6.489221445176388E-4
876.0,-0.0014637610399338122
877.0,-0.002395958283714224
878.0,-0.0033634492341848682
879.0,-0.004135389576407951
880.0,-0.004886381224215634
881.0,-0.005737771134202707
882.0,-0.006511119699934319
883.0,-0.007111599473340575
884.0,-0.007904155575071166
885.0,-0.008879573615212591
886.0,-0.010215757246950136
887.0,-0.011728337061183884
888.0,-0.013255738617218429
889.0,-0.014155879902995527
890.0,-0.014838951575892885
891.0,-0.014476149310690734
892.0,-0.013510835192208862
893.0,-0.012169366306141032
894.0,-0.01050207499648581
895.0,-0.008722563583385209
896.0,-0.007045132746066146
897.0,-0.00566546407982451
898.0,-0.004504923564517949
899.0,-0.004098448486524383
900.0,-0.004016556787910923
901.0,-0.004180681803528056
902.0,-0.004437355912060975
903.0,-0.004632556156095318
904.0,-0.004866865521952935
905.0,-0.005230373408937896
906.0,-0.0059102609070364465
907.0,-0.006745672228115294
908.0,-0.007954043300754781
909.0,-0.009063185054807112
910.0,-0.010359189577128825
911.0,-0.01142267648432886
912.0,-0.012138758463374453
913.0,-0.012344838833500968
914.0,-0.01204230879858411
915.0,-0.011364975347362057
916.0,-0.010569077181875173
917.0,-0.009448979466157224
918.0,-0.008020614747554278
919.0,-0.0070396068746228025
920.0,-0.006125612987854523
921.0,-0.00538665877491125
922.0,-0.005271058431167064
923.0,-0.005543214934626637
924.0,-0.006000581502895731
925.0,-0.00671262310642618
926.0,-0.00745760930338587
927.0,-0.008084189049046574
928.0,-0.008527811525971893
929.0,-0.008706171725148662
930.0,-0.008800436632709675
931.0,-0.008663693117546214
932.0,-0.008397389584470984
933.0,-0.007980616213658321
934.0,-0.007371766757106639
935.0,-0.006782789372044671
936.0,-0.006209286389735801
937.0,-0.005766538162126989
938.0,-0.005398539375971234
939.0,-0.005192397977562968
940.0,-0.005295097190019234
941.0,-0.005833727953546369
942.0,-0.0064906375801741896
943.0,-0.007082705110681475
944.0,-0.007727687503634548
945.0,-0.008509391127056454
946.0,-0.009307559918027375
947.0,-0.01006321872194713
948.0,-0.011063014362380696
949.0,-0.012437117015536143
950.0,-0.013740076401159648
951.0,-0.014459074739330934
952.0,-0.01487057078212559
953.0,-0.014656787654691313
954.0,-0.013753286060071762
955.0,-0.012424030789263197
956.0,-0.010755789546515427
957.0,-0.008523540513252104
958.0,-0.006489569960743282
959.0,-0.00488880117643437
960.0,-0.004140732574746321
961.0,-0.0035268073081185206
962.0,-0.003345943971766278
963.0,-0.003314548349248246
964.0,-0.003457399510656423
965.0,-0.0038551743900214343
966.0,-0.004254369934911057
967.0,-0.0046231522149638256
968.0,-0.005252727007717903
969.0,-0.006132690678168753
970.0,-0.007225025464268295
971.0,-0.008609735128457882
972.0,-0.010278191074090186
973.0,-0.012244962372515902
974.0,-0.013968810157848786
975.0,-0.01522409716222005
976.0,-0.015792962575564617
977.0,-0.01547165343912929
978.0,-0.014397547864224368
979.0,-0.012832661525862078
980.0,-0.011050483955934404
