"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Tke: Residual","Tdr: Residual"
20.0,0.01732074076760401,0.020522869367146864,0.007511093896556209,0.004726001196744309,0.22657304720187169
21.0,0.017371419578526122,0.02062759251886455,0.0064635545276537695,0.003535568912979,0.17973706548308374
22.0,0.01592762443760383,0.01636751206027766,0.0047628207801031835,0.002640807748618784,0.13356864125047613
23.0,0.013515793491227295,0.013291148406777866,0.003990534448698149,0.0019840685031655447,0.10321431157946206
24.0,0.011311379329039936,0.010960868996594637,0.0036541624182668078,0.001526322517391806,0.08069429698579764
25.0,0.010178442268801423,0.010228858543549617,0.003385057721032564,0.0011715556505390427,0.062398810412119116
26.0,0.009046043289456851,0.010374667872302493,0.0031128851165514605,9.382494901832671E-4,0.050171681701261225
27.0,0.008050495370895193,0.010455544278408273,0.002816297022980375,7.47062165763827E-4,0.03992533110517749
28.0,0.006509586403703255,0.009931496042199221,0.0024509926622308604,5.904530703653902E-4,0.03123911072199138
29.0,0.0057878226090035114,0.008908608175697733,0.0021015544358754397,4.729834249907584E-4,0.02491583958227302
30.0,0.0055230667273977446,0.007840833379199406,0.0018154984240067549,3.7764213938702793E-4,0.019724357201112788
31.0,0.004544451135596379,0.0070813617901249815,0.0016002387484301975,3.009200000203633E-4,0.015542257905952383
32.0,0.0038523325845170957,0.0067131132153017995,0.0014841922311397899,2.405450578617954E-4,0.012213167355194716
33.0,0.0033357835693047597,0.006605661703914356,0.001399315235933712,1.949445480860705E-4,0.009800182740252043
34.0,0.002895143161019719,0.0065354913006986344,0.001349763874593968,1.5686523999577896E-4,0.007673734589882871
35.0,0.0025287635707328883,0.006350843146788105,0.0013051032283793048,1.2732973806416515E-4,0.0061321513172048064
36.0,0.0019586789097728813,0.006103059984097156,0.0012277238500925855,1.0405193133301456E-4,0.004805923159947228
37.0,0.0016308753017870382,0.005849163448245376,0.0011846405672529523,8.576839794229624E-5,0.003760793144248385
38.0,0.0013303599610146133,0.005666321705765692,0.0011978409504267778,7.216345818775628E-5,0.002970450557744937
39.0,0.0011255745888839072,0.0055268184809872545,0.0011779707278976855,6.316719133439547E-5,0.0025770328775063587
40.0,0.0010056730523144517,0.005439558057393831,0.0011552919980303477,5.927012060717062E-5,0.002440709259178761
41.0,9.512071326326687E-4,0.005368845648904221,0.0011330055400227191,6.288903881896142E-5,0.0019426901991796302
42.0,8.005435837173519E-4,0.005281675142936222,0.0011320003073494224,7.275445813361714E-5,0.0015036391568451438
43.0,7.344776514302437E-4,0.00519102118316077,0.0011336514697646693,8.314925493730473E-5,0.0011702905501951141
44.0,6.282481013321937E-4,0.005146012619104676,0.0011496262610044383,8.891634306817395E-5,0.001033636168483505
45.0,5.569177079624758E-4,0.005137143276151391,0.001170909636675503,9.07125257683056E-5,9.367378271182667E-4
46.0,4.861582413712518E-4,0.00512510375395217,0.0011899106939436748,1.0144360942538406E-4,7.434189595933529E-4
47.0,4.501035764167822E-4,0.005101914769488158,0.00121443616340456,1.0797606616423281E-4,5.83967389060017E-4
48.0,4.6748339268686814E-4,0.005115228272476354,0.0012275337598032412,1.0238138705169829E-4,4.522379239932228E-4
49.0,5.156422743213874E-4,0.005075573311388246,0.0012567272397390155,1.0315623346178669E-4,3.5235480564836094E-4
50.0,6.042348377770794E-4,0.004939970188884021,0.0012440342917515378,1.1214427505585138E-4,2.8216399283358725E-4
51.0,4.699696811156178E-4,0.004809728607564535,0.0011964814430378077,1.1807429165571303E-4,2.3317118914798163E-4
52.0,3.5993881376229455E-4,0.004720817751872395,0.0011756516506088882,1.225392143217565E-4,1.9649295822033298E-4
53.0,3.554516740866152E-4,0.00462636033641378,0.0011422970271359708,1.3389907949283854E-4,1.7661251215349554E-4
54.0,3.4602812527535033E-4,0.004516293729362651,0.001085032612874873,1.5095192983575925E-4,1.7262183495828255E-4
55.0,3.2817661382140653E-4,0.004418721618125577,0.0010045767585176114,1.681378866797365E-4,1.7303802767556036E-4
56.0,3.0261979474303653E-4,0.004334660171005013,9.311452371463811E-4,1.7568559549692005E-4,1.691293808859919E-4
57.0,2.9181334514373166E-4,0.004248561152305556,8.744340189896988E-4,1.766174414460986E-4,1.6042363383453475E-4
58.0,2.6626750434924373E-4,0.00417575896080101,8.375219698268103E-4,1.7958914796836238E-4,1.5546768084386415E-4
59.0,2.3576497810408553E-4,0.004114442743822962,8.066171573703554E-4,1.8824906270303713E-4,1.5769353950127068E-4
60.0,2.1488952925036902E-4,0.004073226450411799,7.841701672349607E-4,2.037847556677087E-4,1.646842892838111E-4
61.0,2.0017155203807475E-4,0.00405156657180421,7.672054961196361E-4,2.280967635248308E-4,1.7827276994188812E-4
62.0,1.9319072346317154E-4,0.0040491671599188275,7.555426461771937E-4,2.6072397110001136E-4,1.975775081809816E-4
63.0,1.9556672052070768E-4,0.004050367665685494,7.450615656913175E-4,2.9561463301476775E-4,2.2100023083898617E-4
64.0,2.0053866336993174E-4,0.004044351479445734,7.321669410482288E-4,3.262171228747132E-4,2.4430857048545477E-4
65.0,1.9347927360671767E-4,0.00404660356503993,7.112260145289476E-4,3.5176001656582977E-4,2.6437188117416234E-4
66.0,1.8626065457830925E-4,0.004066223357352538,6.931362269000092E-4,3.7288911448891477E-4,2.812397344094681E-4
67.0,1.7942300813401517E-4,0.0041019402577165825,6.756462630406968E-4,3.894155980738613E-4,2.947734685090875E-4
68.0,1.7203349228727695E-4,0.0041586663116140975,6.628947328347685E-4,4.0169741425330745E-4,3.047983796956356E-4
69.0,1.6759630579143452E-4,0.004234752171424931,6.524692847025054E-4,4.08039433062375E-4,3.071798979585706E-4
70.0,1.6332524589276586E-4,0.004342927159599223,6.457631501523058E-4,4.2493578729882144E-4,3.0987340529172445E-4
71.0,1.6026442152738087E-4,0.004466090832163215,6.424793027053544E-4,4.567296551054766E-4,3.3468125107701733E-4
72.0,1.5964333011520977E-4,0.004535196157194247,6.410787363853789E-4,4.777886229400515E-4,3.6373072908644604E-4
73.0,1.571958454268213E-4,0.0045133827006641055,6.374309104095765E-4,4.5741027670348646E-4,3.6269676223636135E-4
74.0,1.5650908987713141E-4,0.004432290395334337,6.28652156428501E-4,4.0795598965121394E-4,3.355679787690668E-4
75.0,1.5658139199246923E-4,0.0043311853317675566,6.162427180928724E-4,3.557204951888965E-4,2.9044491886685635E-4
76.0,1.5202194655852496E-4,0.004232738022216373,6.026792299233941E-4,3.224152566903757E-4,2.5766801913738684E-4
77.0,1.4966998043280136E-4,0.004137338283250819,5.910869093763902E-4,3.0584735524607685E-4,2.4064025872452604E-4
78.0,1.4589577513829765E-4,0.004052460378407512,5.807717004037635E-4,2.9331486294033207E-4,2.260774101296877E-4
79.0,1.4072966586175015E-4,0.003968513317635966,5.717634776568395E-4,2.7583393672469874E-4,2.052249987109925E-4
80.0,1.3710987485839138E-4,0.0038874853023023017,5.652429142557151E-4,2.6191836549331707E-4,1.829566334862622E-4
81.0,1.3071418478515369E-4,0.003803737942606297,5.572053605095946E-4,2.5444625528263127E-4,1.6362089235289485E-4
82.0,1.2624250689307297E-4,0.0037243702925333993,5.459121988699819E-4,2.4891195615873204E-4,1.5354394383114867E-4
83.0,1.266689320237382E-4,0.0036573444635989967,5.372819619485908E-4,2.459079160410178E-4,1.459531622029469E-4
84.0,1.2653148985236926E-4,0.0036092452562549444,5.301409965979145E-4,2.4334014437041822E-4,1.354059021568196E-4
85.0,1.244676020395347E-4,0.0035682140533048997,5.236614541208987E-4,2.3921633797528274E-4,1.2503851354726383E-4
86.0,1.16885360544491E-4,0.003526449433606378,5.17601077885275E-4,2.3256557500421634E-4,1.1625989257450725E-4
87.0,1.1169565580833366E-4,0.003477531500304626,5.117296206495149E-4,2.2215151674114078E-4,1.0776204952688467E-4
88.0,1.0831814434029092E-4,0.0034222719722206115,5.052632061048621E-4,2.109552340264868E-4,9.805109170971304E-5
89.0,1.0537492771297008E-4,0.003362679826878543,4.978798885569056E-4,1.9954255342414018E-4,8.870243205188085E-5
90.0,1.022498957881919E-4,0.0033046730836414698,4.898273307996316E-4,1.8733760298850135E-4,8.123508784113166E-5
91.0,9.94068925971003E-5,0.0032486869286840353,4.809986555417068E-4,1.7550691262088384E-4,7.480071788066046E-5
92.0,9.506701548731377E-5,0.0031993237824365427,4.7218423899852627E-4,1.640777614447216E-4,6.836255840094867E-5
93.0,9.102215932512103E-5,0.0031552355621631556,4.6342382567157356E-4,1.5261073948945783E-4,6.142338811253126E-5
94.0,8.828536069515492E-5,0.0031175612408395463,4.54301237267705E-4,1.4250663446921624E-4,5.5201112222722335E-5
95.0,8.658164306922935E-5,0.0030812141331852142,4.4427482643290587E-4,1.3525840737360243E-4,5.176674379881245E-5
96.0,8.519600968072825E-5,0.0030467391722933407,4.34618886494208E-4,1.2740669433937923E-4,4.799573608232782E-5
97.0,8.408478184629128E-5,0.003014558296617383,4.2495733297460975E-4,1.2025062996868993E-4,4.4607454903945386E-5
98.0,8.387194994356853E-5,0.002986894271616291,4.148961751237954E-4,1.1341585183038338E-4,4.2656289279713945E-5
99.0,8.140457874004094E-5,0.0029577837978964883,4.0527072772291904E-4,1.0721876000528566E-4,4.2222336882149445E-5
100.0,8.145831967385095E-5,0.002926988103120525,3.957434576580986E-4,1.0126798895117458E-4,4.21388187817118E-5
101.0,8.138053938705637E-5,0.0028929484245500433,3.8667153569105906E-4,9.47405183417958E-5,4.0704079277767316E-5
102.0,8.016367466145199E-5,0.002855774140042227,3.777331906656479E-4,8.793955957178448E-5,3.732837210755275E-5
103.0,7.877675046938663E-5,0.0028199987917203557,3.6942331487741344E-4,8.197675162196413E-5,3.289004975657369E-5
104.0,7.64204886041461E-5,0.002787047286751326,3.6163411255081014E-4,7.739640348977083E-5,2.882591315416055E-5
105.0,7.130574166797857E-5,0.002753186727750288,3.5375475691495824E-4,7.379581599115489E-5,2.6276023977459718E-5
106.0,6.986537810771793E-5,0.0027292960932490326,3.497524230713687E-4,7.08386214884317E-5,2.5660481556447884E-5
107.0,6.998010633546335E-5,0.002695646726296025,3.422412752712554E-4,6.795882897283519E-5,2.6484889680046525E-5
108.0,7.378634955382779E-5,0.002667650590376028,3.367176351332874E-4,6.503819397467695E-5,2.777174865540365E-5
109.0,6.791118189532724E-5,0.0026313510957900813,3.316574254424607E-4,6.196705310355703E-5,2.8828074472545602E-5
110.0,6.66288148254987E-5,0.002592577502049552,3.286465543003096E-4,5.893619414725494E-5,2.9269477942969812E-5
111.0,6.615646235501542E-5,0.0025483107677604405,3.2098223194550635E-4,5.605038160571791E-5,2.909304642030715E-5
112.0,6.672879474163938E-5,0.0025206164567908936,3.155433874301209E-4,5.3447913356586155E-5,2.844413970276108E-5
113.0,6.285127419603766E-5,0.0024898294116290015,3.107561621379969E-4,5.108708714611518E-5,2.7504506188206466E-5
114.0,6.145587943525444E-5,0.002464740804121444,3.088224533799879E-4,4.903299138824632E-5,2.6369596890298504E-5
115.0,6.001347004568664E-5,0.0024352273894037964,3.004132818815952E-4,4.717251898831426E-5,2.523598224194416E-5
116.0,5.810548547427421E-5,0.002405925438168029,2.9560786266063653E-4,4.551394941309212E-5,2.4181432404966777E-5
117.0,5.787447741025026E-5,0.002362522277722641,2.883704995211301E-4,4.391966010962669E-5,2.3303841807970807E-5
118.0,5.7224044478492896E-5,0.002321290352835068,2.854949683631243E-4,4.244475672239421E-5,2.262676093033481E-5
119.0,5.619971963325731E-5,0.002281496100476353,2.792053243959789E-4,4.097416391942173E-5,2.21415570922569E-5
120.0,5.603315211816087E-5,0.002244476064320442,2.776113756431157E-4,3.9682462413866445E-5,2.1823830600906062E-5
121.0,5.583539470678011E-5,0.002208576475987814,2.728094972171614E-4,3.850797266642858E-5,2.161930957397113E-5
122.0,5.6803222832623716E-5,0.002178298169393987,2.699097422170989E-4,3.762013061500287E-5,2.153182398003733E-5
123.0,6.071376067237305E-5,0.002138071170177855,2.6392567802120665E-4,3.6925570835893924E-5,2.1535528817301048E-5
124.0,6.203846957564801E-5,0.002094128394501564,2.6159121519098475E-4,3.646105370316125E-5,2.165648853736482E-5
125.0,6.253142909279312E-5,0.0020544740070717387,2.5693789068402425E-4,3.610147836961036E-5,2.1937855604644124E-5
126.0,6.22436995627087E-5,0.002021536340988812,2.547681158780066E-4,3.580070744189611E-5,2.241207715888803E-5
127.0,6.154980628368655E-5,0.001987072709664796,2.500571575872508E-4,3.553325884011486E-5,2.306152076614274E-5
128.0,6.206326251647788E-5,0.001957076493177813,2.4892979990431916E-4,3.52836265189613E-5,2.3810616106577496E-5
129.0,6.065859015823282E-5,0.001925810103652363,2.44714379547073E-4,3.5014578720065536E-5,2.4496924601991765E-5
130.0,6.18093855652893E-5,0.001898774810344851,2.4377441491617055E-4,3.461848347809546E-5,2.4955741158355436E-5
131.0,6.0324672745389934E-5,0.0018638200741831579,2.392683643924158E-4,3.412260455216297E-5,2.5066335072299334E-5
132.0,6.047373326548318E-5,0.0018311096333108112,2.3871352227625744E-4,3.366896623101136E-5,2.4808133429038116E-5
133.0,5.554306481523533E-5,0.0017904954133436256,2.3577294857119453E-4,3.333458142472017E-5,2.4269861368104628E-5
134.0,5.282586780030915E-5,0.001757061886647204,2.3621626563630118E-4,3.325656894076328E-5,2.364025577386477E-5
135.0,5.096671730597656E-5,0.001723300497519112,2.3135349260031514E-4,3.327907530421128E-5,2.312457137877262E-5
136.0,5.0462791783910876E-5,0.0016948744617374528,2.3061393050662705E-4,3.333834017948037E-5,2.2871684448641324E-5
137.0,4.937160907845974E-5,0.001665654100334668,2.255257556394373E-4,3.3162950655474993E-5,2.2929279818028608E-5
138.0,4.940357971689307E-5,0.001639808060611433,2.2617790706005173E-4,3.296235395651254E-5,2.326437201421497E-5
139.0,4.8486770245508017E-5,0.0016102111857554092,2.2101300176034222E-4,3.247705818880067E-5,2.374625425835221E-5
140.0,4.8840642902556326E-5,0.0015813546184226457,2.210671605653093E-4,3.193592018900083E-5,2.4261708793136943E-5
141.0,4.803716697371676E-5,0.0015526916244384865,2.1599121057651246E-4,3.1315958133803614E-5,2.476150053784082E-5
142.0,4.84308259682861E-5,0.0015252612630754928,2.1531125222038608E-4,3.0883659323420054E-5,2.5217432229432593E-5
143.0,4.762804323113222E-5,0.0014966900633729204,2.1007573021666507E-4,3.061530314403901E-5,2.5578945007246404E-5
144.0,4.776398078611165E-5,0.0014696337515719316,2.0926012119225812E-4,3.060239026883291E-5,2.5855883457348648E-5
145.0,4.5880775673575624E-5,0.0014409155732546422,2.034553913347394E-4,3.072141228843346E-5,2.602817039833017E-5
146.0,4.595957531760798E-5,0.0014155202439670163,2.0276609984724015E-4,3.09308081056197E-5,2.6117633701665613E-5
147.0,4.556004632187334E-5,0.0013874589438425497,1.9751578410879904E-4,3.110656338010917E-5,2.613432238514589E-5
148.0,4.431523462325016E-5,0.001363305144156841,1.9743551446007053E-4,3.118744660483044E-5,2.6127152523740964E-5
149.0,4.292451700093237E-5,0.001336783201136686,1.9277205036208128E-4,3.106923396013752E-5,2.6133668852721806E-5
150.0,4.078880108838749E-5,0.0013163483284164348,1.932684689333028E-4,3.071754460559895E-5,2.6265361718832353E-5
151.0,4.202617601291688E-5,0.001296007676288989,1.8863024575663267E-4,3.018360617394092E-5,2.6583814897206527E-5
152.0,4.266544419551749E-5,0.0012781403777888324,1.8502718609351111E-4,2.9660857170157547E-5,2.7129397836974445E-5
153.0,4.292853447747909E-5,0.001261460399436379,1.8228974482976026E-4,2.8940604877879193E-5,2.7849798367559854E-5
154.0,4.278262389577681E-5,0.0012455523892236772,1.7919534223082486E-4,2.8273236275052144E-5,2.8640317959430283E-5
155.0,4.2054547948150464E-5,0.0012292678271181455,1.7581331236881057E-4,2.76247586971355E-5,2.9362829606219968E-5
156.0,4.0806029439571056E-5,0.0012131386268820399,1.7178056992577146E-4,2.7133847118383743E-5,2.989894305204624E-5
157.0,3.916714550534353E-5,0.0011973057196057258,1.6707499304832732E-4,2.6900539741962235E-5,3.016020658444822E-5
158.0,3.7498995612356494E-5,0.0011813490292287702,1.621337765982626E-4,2.6913807319391783E-5,3.0121986059628588E-5
159.0,3.569873134876598E-5,0.0011652197493599906,1.569150616624832E-4,2.7047392592634434E-5,2.9866530304374247E-5
160.0,3.4069892797543294E-5,0.0011493202519839724,1.5159366410567702E-4,2.7142461285823943E-5,2.9547965398717256E-5
161.0,3.265564244511706E-5,0.0011337197653977851,1.4648234296349457E-4,2.7039414159185913E-5,2.9273135461020926E-5
162.0,3.131160788461547E-5,0.0011188850684956202,1.4173128998494765E-4,2.6741231720465844E-5,2.9133002688007203E-5
163.0,2.979011848823427E-5,0.0011045919643332405,1.3737037726767854E-4,2.633598941364725E-5,2.9159864714514226E-5
164.0,2.87159154034498E-5,0.0010913708543932444,1.337152772814312E-4,2.6015032467757874E-5,2.9266038561400598E-5
165.0,2.7734348931521544E-5,0.0010792367355653215,1.3056700308822393E-4,2.5933235506268896E-5,2.946408059646063E-5
166.0,2.712296756806256E-5,0.0010676381007026195,1.2791903724195281E-4,2.616382033090539E-5,2.9642555219344887E-5
167.0,2.664073998052124E-5,0.0010563110864489397,1.2568462048929147E-4,2.6701285134376468E-5,2.9812379330440304E-5
168.0,2.4751607789662428E-5,0.0010457695034235312,1.2448655965740819E-4,2.7429919450878154E-5,2.994656200391599E-5
169.0,2.5586414549674677E-5,0.0010344660420491365,1.2192251379011522E-4,2.817470268526594E-5,2.9935946071659856E-5
170.0,2.6035984822860337E-5,0.0010235389643247338,1.2015106240770862E-4,2.8809233917396715E-5,2.9844160706867485E-5
171.0,2.634872266864781E-5,0.0010120755539379236,1.1873005159824081E-4,2.9168537818425543E-5,2.9689731957471515E-5
172.0,2.6587301285053822E-5,9.997909926803016E-4,1.1752118772620879E-4,2.9150906885166684E-5,2.953789902035464E-5
173.0,2.6896442795151187E-5,9.869820342750045E-4,1.1639986201537524E-4,2.870847029751492E-5,2.9460048259273384E-5
174.0,2.7331928241927353E-5,9.733913682279406E-4,1.1521089264891104E-4,2.7913019661985946E-5,2.947184115511576E-5
175.0,2.7707795020784354E-5,9.589206491715627E-4,1.1395190898511998E-4,2.6887384454046413E-5,2.9573375498890583E-5
176.0,2.8007743837548615E-5,9.43229384473663E-4,1.1237468731277284E-4,2.5785163039501812E-5,2.9752903072116083E-5
177.0,2.7737744333520518E-5,9.265335795328478E-4,1.1034698216564195E-4,2.475769998444334E-5,2.9946099505267393E-5
178.0,2.7290873730532597E-5,9.083995142667388E-4,1.0807563387318427E-4,2.437770950303638E-5,3.009932747769906E-5
179.0,2.6803087005411435E-5,8.891186537549522E-4,1.0557594773853939E-4,2.3776729140207766E-5,3.0140953010516862E-5
180.0,2.615857148644263E-5,8.685017878707251E-4,1.0297971487014555E-4,2.3581756736705423E-5,3.0058849492544924E-5
181.0,2.537164111387203E-5,8.475381403779734E-4,1.0035685075922683E-4,2.3722205664923203E-5,2.9900574710978312E-5
182.0,2.443922434773586E-5,8.266708862966085E-4,9.764706344524206E-5,2.4050168719916038E-5,2.9757340160180297E-5
183.0,2.342891299550291E-5,8.055704891248892E-4,9.489927446267188E-5,2.4346473288438182E-5,2.9664083194125203E-5
184.0,2.239461190860517E-5,7.845180774596927E-4,9.232377803068362E-5,2.4496804689983003E-5,2.958393548601365E-5
185.0,2.1307382885649968E-5,7.628378536993009E-4,8.970671287215528E-5,2.4362654141447022E-5,2.951095780412032E-5
186.0,2.0903703273765256E-5,7.441909496492906E-4,8.736213333856185E-5,2.3990758733189787E-5,2.94227074076282E-5
187.0,1.959559588380567E-5,7.233101189158504E-4,8.50646171179759E-5,2.34556833228111E-5,2.937791083098988E-5
188.0,1.9840474338235617E-5,7.05651450436287E-4,8.327234390281364E-5,2.29112215803088E-5,2.9337131511512964E-5
189.0,1.8643373386196844E-5,6.860534024151727E-4,8.14762629492978E-5,2.249626203688721E-5,2.9342255212155416E-5
190.0,1.887659542801285E-5,6.692325419433423E-4,8.00597999990998E-5,2.2183092121672847E-5,2.9300423540750094E-5
191.0,1.7620174341629685E-5,6.514218240046847E-4,7.844969998375001E-5,2.2112323507711624E-5,2.923941194460091E-5
192.0,1.807862250463636E-5,6.362618760246282E-4,7.743297009629199E-5,2.2396076067139204E-5,2.9100426209042074E-5
193.0,1.7296091678370653E-5,6.207728423799092E-4,7.648610763806927E-5,2.2733010236565766E-5,2.8991608679685163E-5
194.0,1.6908728985037335E-5,6.063706308609024E-4,7.549916821709029E-5,2.2933478087372915E-5,2.8873625682796544E-5
195.0,1.6527343141043696E-5,5.929686349465343E-4,7.459553517806015E-5,2.307502374360318E-5,2.8772481899852215E-5
196.0,1.640054497899863E-5,5.806269985011212E-4,7.378440791488889E-5,2.2974943669729646E-5,2.8656318860330163E-5
197.0,1.644510091787904E-5,5.691426563832846E-4,7.305598204457283E-5,2.258995917684673E-5,2.8502025953028435E-5
198.0,1.639001130920368E-5,5.583938419818873E-4,7.234271943458925E-5,2.202022594603239E-5,2.831145571535128E-5
199.0,1.6283446200701275E-5,5.485755732498006E-4,7.149481917700309E-5,2.125230171504788E-5,2.80577047583452E-5
200.0,1.6091393907852936E-5,5.396271956009416E-4,7.049710550930942E-5,2.06079907740384E-5,2.7765720984641685E-5
201.0,1.5836752185664085E-5,5.314839709934638E-4,6.94230315795381E-5,2.0078127998471614E-5,2.7470928166612324E-5
202.0,1.5651641316597636E-5,5.242235835349676E-4,6.830734059859716E-5,1.9672157291173983E-5,2.7159597932631022E-5
203.0,1.544457451516493E-5,5.178653817342366E-4,6.709867445203998E-5,1.9633333943008296E-5,2.6890631619147272E-5
204.0,1.5098715974484317E-5,5.122977380561558E-4,6.582786193167048E-5,1.9707835798030252E-5,2.6686179154192795E-5
205.0,1.466186420981443E-5,5.074902957662499E-4,6.445020039861721E-5,1.985204977107165E-5,2.6562337033516138E-5
206.0,1.4117714501308122E-5,5.033463715627185E-4,6.311334852006982E-5,1.9940757029452572E-5,2.6502523896184794E-5
207.0,1.330731347545028E-5,4.998854552323237E-4,6.171791433885286E-5,1.991425201449037E-5,2.6427350671863085E-5
208.0,1.2593048250984081E-5,4.971037679190985E-4,6.031769489662457E-5,1.977123914052109E-5,2.6277110039127813E-5
209.0,1.1966050772151174E-5,4.948713519106727E-4,5.8993376439068735E-5,1.947435580968262E-5,2.6086573620768402E-5
210.0,1.1628866527771854E-5,4.931242998289191E-4,5.7764387330782287E-5,1.9070423396176587E-5,2.5867678873930166E-5
211.0,1.1340840983706419E-5,4.916912125513985E-4,5.661436785082016E-5,1.870726598679595E-5,2.5652925411019873E-5
212.0,1.1341035604616733E-5,4.904699226440574E-4,5.555847725250318E-5,1.8368205971060453E-5,2.545661747621248E-5
213.0,1.1362863599379024E-5,4.894062246411619E-4,5.460948391570805E-5,1.8090412317326614E-5,2.527092688231313E-5
214.0,1.124894173095302E-5,4.883589761701096E-4,5.378619138592623E-5,1.793710084087364E-5,2.5093347582028736E-5
215.0,1.1109984572248264E-5,4.87243615555217E-4,5.3030157113507567E-5,1.787769827901673E-5,2.4912524179857717E-5
216.0,1.095606352287772E-5,4.8604010132735333E-4,5.2268436162785815E-5,1.79088877291295E-5,2.4703768611188507E-5
217.0,1.0794669391896948E-5,4.847075273967087E-4,5.153731294178718E-5,1.7844384027231792E-5,2.446211596691899E-5
218.0,1.0701148716602858E-5,4.8315987375019995E-4,5.087881267540975E-5,1.771061411062941E-5,2.4190825627056028E-5
219.0,1.068488025885296E-5,4.8143520106884647E-4,5.023360104965309E-5,1.7523246749981885E-5,2.3885073276568813E-5
220.0,1.0676771734625639E-5,4.7958577434302084E-4,4.966274121604101E-5,1.729676090664404E-5,2.3576030862650193E-5
221.0,1.073634907368331E-5,4.776172724058012E-4,4.919999601966709E-5,1.697622916464404E-5,2.3289616109047152E-5
222.0,1.0826274741554312E-5,4.7551244063624677E-4,4.8777104754459194E-5,1.6633478976117647E-5,2.3025724223898168E-5
223.0,1.1052084693481527E-5,4.7317248114033206E-4,4.837610901975399E-5,1.6330702830902318E-5,2.2766696300702354E-5
224.0,1.1143627833923356E-5,4.705043556853273E-4,4.7959827893901064E-5,1.602830427695571E-5,2.246626665745624E-5
225.0,1.1031304250286652E-5,4.675729533550196E-4,4.756451378243427E-5,1.5745157128250663E-5,2.2201303746461028E-5
226.0,1.0987299720992684E-5,4.644686401162985E-4,4.7176821816404645E-5,1.559803946917754E-5,2.1955189218683473E-5
227.0,1.0794773843088537E-5,4.611456378039581E-4,4.6779422871284864E-5,1.5495245422966126E-5,2.1717787703032828E-5
228.0,1.0566780369258559E-5,4.576300535185904E-4,4.635233981493583E-5,1.5364412984282775E-5,2.14824602815255E-5
229.0,1.0308021206228034E-5,4.539781021965602E-4,4.591592760301225E-5,1.5234748072862165E-5,2.1199635346213833E-5
230.0,1.0095367443360165E-5,4.502423137426355E-4,4.5511799139755324E-5,1.5116489206530808E-5,2.0884726040251813E-5
231.0,9.945903519876237E-6,4.464558910212843E-4,4.513090958445396E-5,1.4923329599912375E-5,2.0555981695996845E-5
232.0,9.89238133937301E-6,4.425963130079967E-4,4.479567112747163E-5,1.4950586585763213E-5,2.0236553316779243E-5
233.0,9.891972786669776E-6,4.3864253827505777E-4,4.447502242904845E-5,1.4581060822591224E-5,1.9904457178280586E-5
234.0,9.917006031698482E-6,4.345258045035532E-4,4.414777447342371E-5,1.423170893490152E-5,1.9587243764776753E-5
235.0,9.888562301810714E-6,4.3024209169898966E-4,4.38618051758552E-5,1.3909044357877723E-5,1.930929086897768E-5
236.0,9.794640346917555E-6,4.2579309169180237E-4,4.3588521801075564E-5,1.358759725709555E-5,1.9050631077087074E-5
237.0,9.640842839093281E-6,4.212472298857031E-4,4.329474001491886E-5,1.3391861904493317E-5,1.878375597839448E-5
238.0,9.515623666600557E-6,4.1655212237729785E-4,4.2994463534274904E-5,1.3304875821331806E-5,1.8488491455635837E-5
